target,setsize,dyn,resp,rt,sub,reward,correct
Absent,16,Dynamic,2,1.24904124646628,8,Absent,1
Present,8,Dynamic,1,1.25901133789148,8,Absent,1
Absent,8,Dynamic,2,1.72862530825842,8,Absent,1
Absent,16,Dynamic,2,1.2989857248831,8,Absent,1
Absent,16,Dynamic,2,1.36892863945332,8,Absent,1
Present,8,Dynamic,1,0.829370922469479,8,Absent,1
Present,12,Dynamic,1,0.969256686448716,8,Absent,1
Absent,8,Dynamic,1,1.87852475088721,8,Absent,0
Absent,12,Dynamic,2,1.02922364015467,8,Absent,1
Absent,12,Dynamic,2,1.93849235619609,8,Absent,1
Present,8,Dynamic,1,2.00840715159302,8,Absent,1
Present,12,Dynamic,1,0.699477264069628,8,Absent,1
Absent,8,Dynamic,2,1.44889173366482,8,Absent,1
Present,16,Dynamic,1,0.729460407602346,8,Absent,1
Present,16,Dynamic,1,0.749452473083693,8,Absent,1
Absent,8,Dynamic,2,1.3589480822825,8,Absent,1
Absent,12,Dynamic,2,1.64870675361408,8,Absent,1
Present,16,Dynamic,1,0.969275913747879,8,Absent,1
Present,16,Dynamic,1,1.69866504100082,8,Absent,1
Absent,12,Dynamic,1,1.96842376245559,8,Absent,0
Present,16,Dynamic,1,2.05836047677258,8,Absent,1
Absent,16,Dynamic,2,0.979247037712867,8,Absent,1
Absent,12,Dynamic,2,1.03919205244893,8,Absent,1
Present,8,Dynamic,1,1.3089878400865,8,Absent,1
Absent,8,Dynamic,2,1.70865819917026,8,Absent,1
Present,12,Dynamic,1,1.42889410449698,8,Absent,1
Present,8,Dynamic,1,1.57876473625129,8,Absent,1
Absent,12,Dynamic,2,0.809390480581897,8,Absent,1
Present,12,Dynamic,1,1.61876093690489,8,Absent,1
Present,8,Dynamic,1,1.16910429155723,8,Absent,1
Present,16,Dynamic,1,0.959278665517104,8,Absent,1
Present,12,Dynamic,1,2.09833258816707,8,Absent,1
Absent,16,Dynamic,2,1.23906058904913,8,Absent,1
Absent,8,Dynamic,2,2.72781595224251,8,Absent,1
Absent,16,Dynamic,2,0.689487138360164,8,Absent,1
Present,8,Dynamic,2,2.69785608597158,8,Absent,0
Present,16,Dynamic,1,1.61874096276824,8,Absent,1
Present,12,Dynamic,1,0.649534720412248,8,Absent,1
Absent,16,Dynamic,2,0.989257468372216,8,Absent,1
Absent,16,Dynamic,2,1.09915286103796,8,Absent,1
Present,16,Dynamic,1,1.13912012550873,8,Absent,1
Absent,12,Dynamic,2,1.63870051326239,8,Absent,1
Absent,8,Dynamic,2,0.969246160554576,8,Absent,1
Absent,12,Dynamic,2,1.13913517252467,8,Absent,1
Absent,8,Dynamic,2,0.95928394851353,8,Absent,1
Present,16,Dynamic,2,2.12831549110842,8,Absent,0
Present,8,Dynamic,1,1.13912402008918,8,Absent,1
Present,16,Dynamic,1,1.7186464703168,8,Absent,1
Absent,8,Dynamic,2,1.67870566092597,8,Absent,1
Absent,12,Dynamic,2,1.57874973935895,8,Absent,1
Present,8,Dynamic,1,1.55876316237936,8,Absent,1
Absent,12,Dynamic,2,1.66867058463822,8,Absent,1
Absent,16,Dynamic,2,1.16907966597864,8,Absent,1
Present,12,Dynamic,1,2.25823429636921,8,Absent,1
Present,12,Dynamic,1,0.779402871062757,8,Absent,1
Present,8,Dynamic,1,0.779410073781492,8,Absent,1
Absent,16,Dynamic,2,0.849350021052032,8,Absent,1
Present,16,Dynamic,1,2.0783540760267,8,Absent,1
Absent,8,Dynamic,2,1.56876926739778,8,Absent,1
Present,8,Dynamic,1,1.02920189666611,8,Absent,1
Absent,12,Dynamic,2,2.55798935381063,8,Absent,1
Absent,16,Dynamic,2,1.92850342342172,8,Absent,1
Absent,16,Dynamic,2,1.73866141207372,8,Absent,1
Present,12,Dynamic,2,2.4480588196966,8,Absent,0
Absent,16,Dynamic,2,1.0891502596387,8,Absent,1
Present,16,Dynamic,2,2.29817525613043,8,Absent,0
Present,16,Dynamic,2,1.94846073841654,8,Absent,0
Absent,8,Dynamic,2,1.14912282214254,8,Absent,1
Present,16,Dynamic,1,1.63872240210912,8,Absent,1
Absent,12,Dynamic,2,0.869347189085147,8,Absent,1
Present,12,Dynamic,1,1.13911355434357,8,Absent,1
Present,8,Dynamic,1,2.7877766004367,8,Absent,1
Present,16,Dynamic,1,0.46967064478622,8,Absent,1
Absent,12,Dynamic,2,1.43885953946665,8,Absent,1
Absent,8,Dynamic,2,2.22822235699823,8,Absent,1
Absent,16,Dynamic,2,1.49885250215539,8,Absent,1
Absent,8,Dynamic,2,1.40891140706162,8,Absent,1
Absent,8,Dynamic,2,1.40890326202452,8,Absent,1
Present,8,Dynamic,1,1.29899986967939,8,Absent,1
Absent,12,Dynamic,2,2.54797418649878,8,Absent,1
Absent,12,Dynamic,2,1.96846412173954,8,Absent,1
Present,8,Dynamic,1,0.539600492210866,8,Absent,1
Present,12,Dynamic,1,3.38727370832248,8,Absent,1
Present,12,Dynamic,2,2.16828903101623,8,Absent,0
Present,16,Static,1,1.15912263167365,8,Absent,1
Present,8,Static,1,0.729450849088607,8,Absent,1
Absent,12,Static,2,1.10914218477456,8,Absent,1
Absent,12,Static,2,1.17908898390033,8,Absent,1
Present,12,Static,1,0.939304940152851,8,Absent,1
Present,8,Static,1,0.689496546504415,8,Absent,1
Present,12,Static,1,0.949272094352182,8,Absent,1
Absent,16,Static,2,1.36894863363841,8,Absent,1
Present,16,Static,2,0.779415842973776,8,Absent,0
Present,8,Static,1,0.919316674017864,8,Absent,1
Absent,12,Static,2,1.33896755518572,8,Absent,1
Absent,8,Static,2,0.629530073982096,8,Absent,1
Absent,16,Static,2,1.26900221043798,8,Absent,1
Absent,12,Static,2,1.17908629227895,8,Absent,1
Absent,8,Static,2,0.829394645828415,8,Absent,1
Present,12,Static,1,0.479679531647889,8,Absent,1
Absent,16,Static,2,0.789402013954259,8,Absent,1
Absent,8,Static,2,0.95926725244135,8,Absent,1
Present,16,Static,1,0.559590241995465,8,Absent,1
Present,16,Static,2,0.88933938488708,8,Absent,0
Absent,16,Static,2,0.959273257212772,8,Absent,1
Absent,16,Static,2,0.779416940673855,8,Absent,1
Present,8,Static,1,0.599553962748359,8,Absent,1
Absent,8,Static,2,0.819379994787141,8,Absent,1
Absent,12,Static,2,0.819395046814861,8,Absent,1
Present,8,Static,1,0.559594171662411,8,Absent,1
Present,16,Static,1,1.32897140465548,8,Absent,1
Present,12,Static,1,0.879339565330611,8,Absent,1
Present,12,Static,1,0.9093037722796,8,Absent,1
Absent,8,Static,2,0.599555531607621,8,Absent,1
Absent,8,Dynamic,2,2.08835869739596,8,Absent,1
Absent,8,Dynamic,2,0.949265397878662,8,Absent,1
Present,16,Dynamic,1,0.829391312629014,8,Absent,1
Absent,8,Dynamic,2,1.07917486015594,8,Absent,1
Absent,12,Dynamic,2,0.879343134109604,8,Absent,1
Present,16,Dynamic,1,0.969265473063842,8,Absent,1
Absent,12,Dynamic,2,1.25902372837163,8,Absent,1
Absent,16,Dynamic,2,0.759443937085052,8,Absent,1
Present,16,Dynamic,1,0.849355474467302,8,Absent,1
Present,8,Dynamic,1,1.03920086412609,8,Absent,1
Present,12,Dynamic,1,1.1491258044789,8,Absent,1
Absent,8,Dynamic,2,0.959276279647838,8,Absent,1
Present,12,Dynamic,1,1.35896486356432,8,Absent,1
Absent,16,Dynamic,2,0.759456648354899,8,Absent,1
Present,8,Dynamic,1,0.939307150590594,8,Absent,1
Absent,12,Dynamic,2,2.21824718307016,8,Absent,1
Present,12,Dynamic,1,1.09915753253017,8,Absent,1
Absent,12,Dynamic,2,0.98925785432175,8,Absent,1
Present,8,Dynamic,1,0.779408805662115,8,Absent,1
Absent,16,Dynamic,2,0.96925356376687,8,Absent,1
Present,12,Dynamic,1,0.919289311706962,8,Absent,1
Present,16,Dynamic,2,1.74862623052741,8,Absent,0
Absent,8,Dynamic,1,1.37892278003892,8,Absent,0
Absent,12,Dynamic,2,2.27820535016144,8,Absent,1
Present,8,Dynamic,1,2.06835620626771,8,Absent,1
Present,12,Dynamic,1,1.95850903723158,8,Absent,1
Present,16,Dynamic,2,1.90849685726926,8,Absent,0
Present,8,Dynamic,1,1.09928229444449,8,Absent,1
Absent,16,Dynamic,2,1.25903007899433,8,Absent,1
Absent,16,Dynamic,1,1.69866312629074,8,Absent,0
Absent,16,Static,2,1.22905804779748,8,Absent,1
Present,8,Static,1,0.669499649136924,8,Absent,1
Absent,8,Static,2,0.779417597289466,8,Absent,1
Absent,8,Static,2,0.849392580748827,8,Absent,1
Absent,16,Static,2,1.24904433406164,8,Absent,1
Absent,12,Static,2,0.689497964994189,8,Absent,1
Absent,8,Static,2,0.839364476612445,8,Absent,1
Present,12,Static,2,0.739456457886263,8,Absent,0
Absent,8,Static,2,0.669514240030367,8,Absent,1
Absent,8,Static,2,0.929280785732772,8,Absent,1
Absent,16,Static,2,1.49882044830247,8,Absent,1
Present,8,Static,1,0.719487649618259,8,Absent,1
Present,16,Static,1,0.86935396074341,8,Absent,1
Absent,16,Static,2,1.15911332377664,8,Absent,1
Present,12,Static,1,0.559583189646219,8,Absent,1
Present,12,Static,1,0.649512189987036,8,Absent,1
Present,8,Static,1,0.729458828718634,8,Absent,1
Present,16,Static,1,1.23903953726176,8,Absent,1
Absent,16,Static,2,1.45886434127942,8,Absent,1
Present,12,Static,2,0.479664960803802,8,Absent,0
Present,8,Static,1,0.669507027287182,8,Absent,1
Present,16,Static,1,0.569618250897292,8,Absent,1
Absent,12,Static,2,0.959258235258858,8,Absent,1
Present,8,Static,2,0.609592271989186,8,Absent,0
Absent,12,Static,2,0.989243158168847,8,Absent,1
Absent,12,Static,2,0.959271197144972,8,Absent,1
Present,12,Static,1,0.769417201315264,8,Absent,1
Absent,12,Static,2,1.51880557671893,8,Absent,1
Present,16,Static,1,0.879327896625909,8,Absent,1
Present,16,Static,1,0.67952311185536,8,Absent,1
Absent,12,Dynamic,2,2.24822842191816,8,Absent,1
Absent,8,Dynamic,1,0.699462798484092,8,Absent,0
Absent,12,Dynamic,2,1.06918192252942,8,Absent,1
Absent,12,Dynamic,2,1.42889628987314,8,Absent,1
Absent,8,Dynamic,2,1.24903684564015,8,Absent,1
Absent,8,Dynamic,2,1.59876791908073,8,Absent,1
Present,16,Dynamic,1,0.719473825611203,8,Absent,1
Absent,16,Dynamic,2,1.78857082422792,8,Absent,1
Present,8,Dynamic,1,1.27900194478389,8,Absent,1
Present,16,Dynamic,1,1.56878400364894,8,Absent,1
Absent,12,Dynamic,2,1.05918237865126,8,Absent,1
Present,16,Dynamic,1,1.08916850953347,8,Absent,1
Absent,16,Dynamic,2,1.6387500350861,8,Absent,1
Present,8,Dynamic,2,2.16827890109653,8,Absent,0
Present,12,Dynamic,1,1.80857057361118,8,Absent,1
Present,12,Dynamic,1,1.34899389999418,8,Absent,1
Present,8,Dynamic,1,1.39892215349755,8,Absent,1
Present,16,Dynamic,1,1.29902197906858,8,Absent,1
Absent,8,Dynamic,2,1.42888410489832,8,Absent,1
Absent,16,Dynamic,1,0.869347304368603,8,Absent,0
Present,12,Dynamic,1,0.889365519177318,8,Absent,1
Present,8,Dynamic,1,0.619536008581235,8,Absent,1
Present,8,Dynamic,1,0.619583029252226,8,Absent,1
Present,16,Dynamic,1,1.12911719830799,8,Absent,1
Present,12,Dynamic,1,2.07834729434444,8,Absent,1
Absent,16,Dynamic,2,0.899335971490018,8,Absent,1
Absent,8,Dynamic,2,0.849352096156508,8,Absent,1
Absent,12,Dynamic,2,1.17907691922164,8,Absent,1
Present,12,Dynamic,1,1.85852685606596,8,Absent,1
Absent,16,Dynamic,2,1.25902101168867,8,Absent,1
Absent,12,Static,2,1.62877594382189,8,Absent,1
Absent,8,Static,2,1.32897602602407,8,Absent,1
Absent,8,Static,2,0.819378034966121,8,Absent,1
Present,16,Static,1,0.849399427591834,8,Absent,1
Absent,16,Static,2,2.17828291597334,8,Absent,1
Absent,16,Static,2,2.25821857268875,8,Absent,1
Present,8,Static,1,0.939271733464466,8,Absent,1
Absent,16,Static,2,0.939276425005573,8,Absent,1
Absent,16,Static,2,1.19907697435656,8,Absent,1
Absent,8,Static,2,0.559576658580227,8,Absent,1
Present,12,Static,1,0.949287336848556,8,Absent,1
Present,8,Static,1,0.649533061330658,8,Absent,1
Present,12,Static,1,0.759434533953481,8,Absent,1
Present,8,Static,1,0.839383483369147,8,Absent,1
Present,12,Static,1,0.789407181666775,8,Absent,1
Present,16,Static,1,1.17909111414065,8,Absent,1
Present,8,Static,1,0.669510726386761,8,Absent,1
Present,8,Static,1,0.479653733184023,8,Absent,1
Present,16,Static,2,1.55877390380329,8,Absent,0
Absent,12,Static,2,1.39892072999555,8,Absent,1
Present,16,Static,1,0.9792647312388,8,Absent,1
Absent,12,Static,2,1.01922891813865,8,Absent,1
Absent,8,Static,2,0.649525793452085,8,Absent,1
Absent,8,Static,2,0.699491920123364,8,Absent,1
Present,12,Static,1,0.879308418710025,8,Absent,1
Present,16,Static,1,0.589576648555521,8,Absent,1
Absent,12,Static,2,1.59874971429736,8,Absent,1
Absent,12,Static,2,0.869330107063433,8,Absent,1
Present,12,Static,2,1.14910272771021,8,Absent,0
Absent,16,Static,2,0.929315841971402,8,Absent,1
Present,16,Static,1,0.829369328548182,8,Absent,1
Present,12,Static,1,0.769425000501087,8,Absent,1
Absent,12,Static,2,1.08919077931705,8,Absent,1
Absent,16,Static,2,1.26904952182349,8,Absent,1
Absent,16,Static,2,1.60873786013599,8,Absent,1
Absent,8,Static,2,0.629528600356934,8,Absent,1
Present,8,Static,1,0.639538830523179,8,Absent,1
Absent,16,Static,2,1.00922396094393,8,Absent,1
Absent,8,Static,2,0.519624130360626,8,Absent,1
Present,12,Static,1,1.03918664915682,8,Absent,1
Absent,8,Static,2,1.00923068749125,8,Absent,1
Absent,16,Static,2,1.11914337770941,8,Absent,1
Absent,12,Static,2,0.649557030294091,8,Absent,1
Present,8,Static,1,1.1591255538624,8,Absent,1
Absent,12,Static,2,1.10916625398477,8,Absent,1
Present,8,Static,1,0.669573876736649,8,Absent,1
Present,12,Static,1,0.829306077951969,8,Absent,1
Absent,16,Static,2,1.05919482927993,8,Absent,1
Present,12,Static,1,0.579563010004222,8,Absent,1
Present,8,Static,1,0.659500867133374,8,Absent,1
Present,16,Static,1,0.939288294203834,8,Absent,1
Present,8,Static,1,0.489661141407851,8,Absent,1
Present,16,Static,1,1.358931611765,8,Absent,1
Present,16,Static,1,0.689510806584167,8,Absent,1
Absent,12,Static,2,0.919339545281218,8,Absent,1
Present,12,Static,1,0.689477539747713,8,Absent,1
Absent,8,Static,2,0.979247483810013,8,Absent,1
Absent,12,Static,2,0.979247503859369,8,Absent,1
Absent,8,Static,2,0.739541817871668,8,Absent,1
Present,16,Static,2,1.04925612005536,8,Absent,0
Present,12,Static,1,0.589623338412366,8,Absent,1
Present,12,Static,1,0.489675216031173,8,Absent,1
Absent,12,Static,2,0.989249573951838,8,Absent,1
Present,8,Static,1,1.12914047556978,8,Absent,1
Present,12,Static,1,0.749437716783177,8,Absent,1
Absent,16,Static,2,0.959268956633423,8,Absent,1
Absent,12,Static,2,0.899311275738455,8,Absent,1
Present,16,Static,1,1.00921316939639,8,Absent,1
Absent,16,Static,1,1.12913412995977,8,Absent,0
Absent,8,Static,1,0.749466527658115,8,Absent,0
Absent,16,Static,2,1.67869306493958,8,Absent,1
Absent,8,Static,2,0.50964788880674,8,Absent,1
Absent,12,Static,2,1.18906536078748,8,Absent,1
Absent,12,Static,2,0.719460873749085,8,Absent,1
Absent,8,Static,2,0.86933324478241,8,Absent,1
Absent,8,Static,2,0.649505919562216,8,Absent,1
Present,8,Static,1,0.859357669867677,8,Absent,1
Present,8,Static,1,0.579624491248524,8,Absent,1
Absent,16,Static,2,1.00921644244863,8,Absent,1
Present,8,Static,1,0.959272580548259,8,Absent,1
Present,16,Static,2,1.66869690939711,8,Absent,0
Present,8,Static,1,0.709473429637001,8,Absent,1
Present,16,Static,2,0.719468261924703,8,Absent,0
Present,16,Static,1,0.819383373097935,8,Absent,1
Absent,16,Static,2,1.4289191912103,8,Absent,1
Present,12,Static,1,0.959274780961096,8,Absent,1
Present,12,Static,1,0.809416464502647,8,Absent,1
Absent,8,Static,2,1.13912857128526,8,Absent,1
Absent,12,Static,2,1.23902956773645,8,Absent,1
Present,16,Static,1,0.919293141127127,8,Absent,1
Present,12,Dynamic,1,1.04583832728508,8,Present,1
Present,12,Dynamic,1,1.01924456162158,8,Present,1
Present,12,Dynamic,1,0.729442684002663,8,Present,1
Absent,8,Dynamic,2,1.45885427652024,8,Present,1
Present,16,Dynamic,1,1.51882180664438,8,Present,1
Absent,16,Dynamic,2,2.35812734326447,8,Present,1
Absent,16,Dynamic,2,1.90849675702225,8,Present,1
Absent,16,Dynamic,2,2.04841829901557,8,Present,1
Absent,16,Dynamic,2,1.96845811696778,8,Present,1
Present,8,Dynamic,1,0.799469304489037,8,Present,1
Present,8,Dynamic,1,1.34895710948933,8,Present,1
Present,16,Dynamic,2,2.46803064538756,8,Present,0
Present,8,Dynamic,1,0.609566378290538,8,Present,1
Present,16,Dynamic,1,2.90769298474243,8,Present,1
Present,8,Dynamic,1,0.779424444132587,8,Present,1
Absent,8,Dynamic,2,2.17825639072112,8,Present,1
Absent,12,Dynamic,2,1.62871942478489,8,Present,1
Present,12,Dynamic,2,3.11751268620799,8,Present,0
Present,16,Dynamic,2,2.04837384967016,8,Present,0
Present,16,Dynamic,1,2.13828902099158,8,Present,1
Absent,12,Dynamic,1,2.70783845259336,8,Present,0
Absent,12,Dynamic,2,2.37813065140244,8,Present,1
Absent,8,Dynamic,2,1.28900532309478,8,Present,1
Present,12,Dynamic,1,1.26907091444957,8,Present,1
Present,8,Dynamic,1,2.34811966938662,8,Present,1
Absent,8,Dynamic,2,1.35893355153678,8,Present,1
Absent,12,Dynamic,2,2.4081120506446,8,Present,1
Absent,12,Dynamic,2,3.31737826553319,8,Present,1
Absent,16,Dynamic,2,3.08755028871019,8,Present,1
Absent,8,Dynamic,2,1.82025151873609,8,Present,1
Absent,16,Dynamic,1,2.92766575776409,8,Present,0
Absent,16,Dynamic,2,3.04755959660758,8,Present,1
Present,16,Dynamic,1,0.829370897407671,8,Present,1
Present,12,Dynamic,1,1.21904995288401,8,Present,1
Absent,16,Dynamic,2,3.70701617478994,8,Present,1
Absent,12,Dynamic,2,2.65790065561282,8,Present,1
Present,8,Dynamic,1,0.939266295085872,8,Present,1
Present,12,Dynamic,1,0.769418479459432,8,Present,1
Present,8,Dynamic,1,0.939348051205911,8,Present,1
Present,16,Dynamic,1,2.65787106782682,8,Present,1
Present,8,Dynamic,1,0.62953877037512,8,Present,1
Absent,8,Dynamic,2,3.87686452673574,8,Present,1
Absent,12,Dynamic,2,1.57876169877898,8,Present,1
Present,16,Dynamic,1,0.589561300799915,8,Present,1
Absent,8,Dynamic,2,2.94766634921905,8,Present,1
Present,12,Dynamic,1,1.60873798544424,8,Present,1
Present,16,Dynamic,1,0.549593865910083,8,Present,1
Present,16,Dynamic,1,1.09913861599534,8,Present,1
Present,8,Dynamic,1,0.869340713154315,8,Present,1
Present,12,Dynamic,1,1.43889448042182,8,Present,1
Absent,16,Dynamic,1,1.60879857950556,8,Present,0
Absent,12,Dynamic,2,1.94845170619726,8,Present,1
Absent,12,Dynamic,2,1.88850735810092,8,Present,1
Absent,16,Dynamic,2,1.69868822804096,8,Present,1
Absent,8,Dynamic,2,1.65868480461938,8,Present,1
Absent,8,Dynamic,1,1.44884812137855,8,Present,0
Present,8,Dynamic,1,0.709473670228817,8,Present,1
Absent,12,Dynamic,2,1.8485474266696,8,Present,1
Absent,8,Dynamic,1,1.35894064899651,8,Present,0
Present,12,Dynamic,1,1.28901737774925,8,Present,1
Present,16,Static,1,0.859326182408722,8,Present,1
Present,8,Static,1,0.589563160374496,8,Present,1
Absent,12,Static,2,1.34894255869438,8,Present,1
Absent,12,Static,2,1.14911018605767,8,Present,1
Present,16,Static,1,0.889321686348467,8,Present,1
Present,12,Static,1,1.52880657918479,8,Present,1
Absent,16,Static,2,1.44886855664936,8,Present,1
Absent,16,Static,2,1.35895500431059,8,Present,1
Absent,8,Static,2,0.73945877358301,8,Present,1
Present,12,Static,1,0.549614927722132,8,Present,1
Absent,16,Static,2,1.219043517052,8,Present,1
Present,12,Static,1,0.529602106181187,8,Present,1
Present,16,Static,1,1.08915241494083,8,Present,1
Present,12,Static,2,0.819381839324819,8,Present,0
Absent,8,Static,2,0.999263758846723,8,Present,1
Present,8,Static,1,0.959265197385548,8,Present,1
Absent,12,Static,2,1.28899920303957,8,Present,1
Present,8,Static,1,0.609539171361575,8,Present,1
Present,8,Static,1,0.489663071155064,8,Present,1
Absent,8,Static,2,1.12910986526856,8,Present,1
Present,16,Static,1,1.42887402510166,8,Present,1
Present,12,Static,1,0.529615494115546,8,Present,1
Present,8,Static,1,0.669511894259927,8,Present,1
Absent,8,Static,2,1.35895696914406,8,Present,1
Absent,16,Static,2,1.56876975359376,8,Present,1
Absent,16,Static,2,1.0791996210678,8,Present,1
Present,16,Static,1,1.06920055336127,8,Present,1
Absent,12,Static,2,1.28899233614686,8,Present,1
Absent,12,Static,2,1.34895863323777,8,Present,1
Absent,8,Static,2,1.22904721113946,8,Present,1
Present,12,Static,1,1.0591512470678,8,Present,1
Absent,16,Static,2,1.66869534053774,8,Present,1
Present,8,Static,1,0.689486030635408,8,Present,1
Absent,16,Static,2,1.49881643342621,8,Present,1
Absent,16,Static,2,1.39886924333859,8,Present,1
Present,8,Static,1,0.739462998977501,8,Present,1
Absent,16,Static,2,1.39890890089623,8,Present,1
Absent,12,Static,2,0.659493418810257,8,Present,1
Absent,8,Static,2,0.969275873649167,8,Present,1
Absent,8,Static,2,0.979213344828281,8,Present,1
Absent,12,Static,2,1.29899370451312,8,Present,1
Absent,12,Static,2,1.31896564047554,8,Present,1
Present,16,Static,1,0.919289186398487,8,Present,1
Present,12,Static,1,0.569570137538335,8,Present,1
Present,16,Static,1,0.699526570363105,8,Present,1
Present,12,Static,1,0.569587445115076,8,Present,1
Absent,12,Static,2,1.40889511197543,8,Present,1
Present,8,Static,1,0.869335324899225,8,Present,1
Absent,8,Static,2,0.849359213665593,8,Present,1
Present,16,Static,1,0.719465264550877,8,Present,1
Absent,12,Static,2,1.08917030895998,8,Present,1
Present,12,Static,1,0.87932728010901,8,Present,1
Present,12,Static,1,0.639518736090736,8,Present,1
Absent,8,Static,2,0.999253303125784,8,Present,1
Present,8,Static,1,0.549599800509213,8,Present,1
Absent,8,Static,2,0.869328041983294,8,Present,1
Present,16,Static,1,1.18908033763057,8,Present,1
Absent,16,Static,2,1.69866735168512,8,Present,1
Present,8,Static,1,1.09915951240055,8,Present,1
Present,16,Static,2,1.45885326402947,8,Present,0
Present,12,Static,1,0.819378145237238,8,Present,1
Present,16,Static,1,1.17908805661921,8,Present,1
Present,12,Static,1,0.50964947270279,8,Present,1
Absent,16,Static,2,2.29818576197442,8,Present,1
Absent,12,Static,2,0.95927077109684,8,Present,1
Absent,8,Static,2,1.05920339034026,8,Present,1
Present,8,Static,1,0.589570819215282,8,Present,1
Present,8,Static,1,0.539598567475991,8,Present,1
Absent,8,Static,2,0.989245955049341,8,Present,1
Absent,8,Static,2,0.829386591013872,8,Present,1
Present,16,Static,1,1.29899625077701,8,Present,1
Absent,16,Static,2,1.74860902820944,8,Present,1
Present,8,Static,1,0.979237409026155,8,Present,1
Absent,8,Static,2,1.22908018726059,8,Present,1
Present,8,Static,1,0.559597850712748,8,Present,1
Absent,8,Static,2,1.20907788660099,8,Present,1
Present,12,Static,1,1.28899364436518,8,Present,1
Present,8,Static,1,1.04919524029106,8,Present,1
Present,12,Static,1,0.779428448984504,8,Present,1
Absent,12,Static,2,1.36891948192556,8,Present,1
Absent,12,Static,2,1.1391083264831,8,Present,1
Absent,16,Static,2,2.11831294484432,8,Present,1
Absent,12,Static,2,0.979249443631375,8,Present,1
Present,16,Static,1,1.12913177917676,8,Present,1
Present,16,Static,1,1.13911960422638,8,Present,1
Absent,16,Static,2,1.40889354812839,8,Present,1
Present,12,Static,1,1.25905028369789,8,Present,1
Absent,12,Static,2,1.09916881027334,8,Present,1
Absent,16,Static,2,1.64872278304631,8,Present,1
Present,16,Static,1,1.81857440303145,8,Present,1
Present,8,Dynamic,1,1.9784492852416,8,Present,1
Absent,8,Dynamic,2,2.53798859193626,8,Present,1
Present,12,Dynamic,1,0.739443305531722,8,Present,1
Absent,8,Dynamic,2,2.1283204332658,8,Present,1
Present,16,Dynamic,1,1.04918786715325,8,Present,1
Absent,12,Dynamic,2,1.58875386450677,8,Present,1
Present,16,Dynamic,1,0.979263738797499,8,Present,1
Present,12,Dynamic,1,1.16909249754394,8,Present,1
Present,8,Dynamic,1,1.07918169196205,8,Present,1
Present,8,Dynamic,1,0.619564854542205,8,Present,1
Present,12,Dynamic,1,1.0591847745452,8,Present,1
Absent,16,Dynamic,1,1.39891158750515,8,Present,0
Absent,8,Dynamic,2,1.25901920725005,8,Present,1
Absent,12,Dynamic,2,2.12832519497965,8,Present,1
Absent,12,Dynamic,2,1.56879289051062,8,Present,1
Present,12,Dynamic,1,1.16909250255617,8,Present,1
Present,16,Dynamic,1,0.679499538865684,8,Present,1
Absent,16,Dynamic,2,2.69784956492958,8,Present,1
Present,16,Dynamic,1,1.22905570202693,8,Present,1
Present,8,Dynamic,1,0.659530840868456,8,Present,1
Present,12,Dynamic,1,1.03918116065529,8,Present,1
Absent,8,Dynamic,2,2.16831839324732,8,Present,1
Absent,12,Dynamic,1,0.949261428113005,8,Present,0
Absent,12,Dynamic,2,1.72864771838726,8,Present,1
Present,8,Dynamic,1,1.03919229304097,8,Present,1
Present,16,Dynamic,1,1.1191394179682,8,Present,1
Absent,16,Dynamic,2,2.26820627744269,8,Present,1
Absent,16,Dynamic,1,1.47884801110717,8,Present,0
Absent,8,Dynamic,2,1.64870787637597,8,Present,1
Absent,16,Dynamic,2,2.04838027046549,8,Present,1
Absent,8,Static,2,1.31898493794733,8,Present,1
Present,16,Static,1,0.699478191350863,8,Present,1
Present,8,Static,1,0.499642816328333,8,Present,1
Present,16,Static,1,0.549581806243395,8,Present,1
Present,12,Static,1,0.439688598953353,8,Present,1
Absent,16,Static,2,1.20907181666894,8,Present,1
Present,16,Static,1,0.449687822042279,8,Present,1
Absent,12,Static,2,1.01921354030924,8,Present,1
Absent,8,Static,2,0.71945499929825,8,Present,1
Absent,8,Static,2,0.609564132766536,8,Present,1
Present,8,Static,1,0.549622180564256,8,Present,1
Present,8,Static,1,0.539609258776636,8,Present,1
Absent,12,Static,2,0.999243208292228,8,Present,1
Present,12,Static,1,0.819401292178782,8,Present,1
Absent,16,Static,2,1.12913085690798,8,Present,1
Present,16,Static,1,1.32898534394599,8,Present,1
Present,12,Static,1,0.449672038213976,8,Present,1
Absent,8,Static,2,0.629543577199911,8,Present,1
Absent,16,Static,2,0.949281221805677,8,Present,1
Absent,8,Static,2,0.939279507588708,8,Present,1
Present,8,Static,1,0.609556739579375,8,Present,1
Absent,12,Static,2,1.75861803035468,8,Present,1
Present,8,Static,1,0.519605218838478,8,Present,1
Absent,12,Static,2,1.50883516450472,8,Present,1
Absent,16,Static,2,1.44887808508929,8,Present,1
Present,16,Static,1,0.92930426348812,8,Present,1
Absent,16,Static,2,1.9284865970285,8,Present,1
Absent,12,Static,2,1.30900274174451,8,Present,1
Present,12,Static,2,1.10914201936771,8,Present,0
Present,12,Static,1,0.64954603825413,8,Present,1
Present,16,Dynamic,1,1.48881274435098,8,Present,1
Present,16,Dynamic,1,1.47884320929484,8,Present,1
Absent,16,Dynamic,2,2.65788973875738,8,Present,1
Present,8,Dynamic,1,0.789403963750829,8,Present,1
