target,setsize,dyn,resp,rt,sub,reward,correct
Absent,8,Static,2,0.75939213311176,3,Present,1
Absent,8,Static,2,0.789384359117321,3,Present,1
Absent,12,Static,2,0.669590567954401,3,Present,1
Present,12,Static,1,0.609536936915902,3,Present,1
Present,8,Static,1,0.739431878556388,3,Present,1
Present,12,Static,1,0.559567991124823,3,Present,1
Present,8,Static,1,0.459652454163006,3,Present,1
Absent,16,Static,2,1.37891367073553,3,Present,1
Present,12,Static,1,0.729427715050406,3,Present,1
Absent,8,Static,2,0.809371880294293,3,Present,1
Absent,16,Static,2,1.01917727480804,3,Present,1
Present,16,Static,1,0.869319071264272,3,Present,1
Present,8,Static,1,0.519618616486241,3,Present,1
Present,16,Static,1,0.779376491560924,3,Present,1
Absent,8,Static,2,0.749428689096931,3,Present,1
Present,16,Static,1,0.519647025899758,3,Present,1
Absent,16,Static,2,1.91845621802577,3,Present,1
Absent,12,Static,2,0.96924137977112,3,Present,1
Absent,8,Static,2,0.629534206912467,3,Present,1
Absent,12,Static,2,0.919274699515881,3,Present,1
Absent,12,Static,2,0.899305212402396,3,Present,1
Absent,16,Static,2,1.08913882920615,3,Present,1
Present,12,Static,1,0.739437201562396,3,Present,1
Present,8,Static,1,0.569565177584082,3,Present,1
Absent,12,Static,2,0.789382750186178,3,Present,1
Present,16,Static,1,0.819364600841254,3,Present,1
Absent,12,Static,2,0.739419282781,3,Present,1
Absent,12,Static,2,0.849334993500634,3,Present,1
Present,8,Static,1,0.5096268432535,3,Present,1
Present,8,Static,1,0.529627015340793,3,Present,1
Present,8,Static,1,0.439670802326873,3,Present,1
Absent,16,Static,2,0.809366126235545,3,Present,1
Absent,16,Static,2,0.879308137883527,3,Present,1
Absent,16,Static,2,0.849355258013929,3,Present,1
Present,12,Static,1,0.449658295101017,3,Present,1
Absent,16,Static,2,0.849400578747463,3,Present,1
Present,16,Static,1,0.64950978891784,3,Present,1
Present,8,Static,1,0.719429706583469,3,Present,1
Present,12,Static,1,0.499649244654393,3,Present,1
Absent,8,Static,2,0.839372176016695,3,Present,1
Present,12,Static,1,0.709470482880079,3,Present,1
Absent,8,Static,2,0.659492104040964,3,Present,1
Present,16,Static,1,0.519708601349066,3,Present,1
Absent,8,Static,2,1.14908333361154,3,Present,1
Present,16,Static,1,0.599560857027427,3,Present,1
Present,12,Static,1,0.549602111158038,3,Present,1
Absent,8,Static,2,0.86932085061153,3,Present,1
Absent,12,Static,2,1.14910232000193,3,Present,1
Present,8,Static,1,0.739443055866559,3,Present,1
Absent,8,Static,2,0.749426869651415,3,Present,1
Present,12,Static,1,0.519608717299434,3,Present,1
Present,16,Static,1,0.799382247291305,3,Present,1
Absent,16,Static,2,0.939285272014331,3,Present,1
Absent,12,Static,2,0.739437702786745,3,Present,1
Absent,16,Dynamic,2,1.16905862490694,3,Present,1
Absent,12,Dynamic,1,0.629533445050583,3,Present,0
Present,12,Dynamic,1,0.619531181186176,3,Present,1
Absent,8,Dynamic,2,0.839361725482831,3,Present,1
Absent,12,Dynamic,2,0.859315243578294,3,Present,1
Absent,12,Dynamic,2,0.749425937373871,3,Present,1
Absent,16,Dynamic,2,1.79853720590609,3,Present,1
Absent,12,Dynamic,2,1.02919624449078,3,Present,1
Present,8,Dynamic,1,0.639532846922521,3,Present,1
Present,16,Dynamic,1,0.459674026872108,3,Present,1
Present,16,Dynamic,1,0.909295401765121,3,Present,1
Present,16,Dynamic,1,1.02919219459545,3,Present,1
Present,12,Dynamic,1,0.569561979770697,3,Present,1
Absent,8,Dynamic,2,0.949264549716645,3,Present,1
Present,8,Dynamic,1,0.789400874470175,3,Present,1
Present,12,Dynamic,1,0.919267196182773,3,Present,1
Present,8,Dynamic,1,0.659519586189163,3,Present,1
Present,12,Dynamic,1,0.649526970898933,3,Present,1
Present,8,Dynamic,1,0.71944754015658,3,Present,1
Absent,16,Dynamic,2,0.899319542415014,3,Present,1
Absent,8,Dynamic,1,1.04917000203841,3,Present,0
Present,12,Dynamic,1,0.649499889730578,3,Present,1
Absent,16,Dynamic,2,0.719474957145394,3,Present,1
Absent,16,Dynamic,2,0.979214522483289,3,Present,1
Present,16,Dynamic,1,0.619512540640699,3,Present,1
Present,8,Dynamic,1,0.539587376824329,3,Present,1
Absent,8,Dynamic,2,0.849339339118615,3,Present,1
Absent,12,Dynamic,2,0.83934309496226,3,Present,1
Present,16,Dynamic,2,1.2589908894065,3,Present,0
Absent,8,Dynamic,2,1.33893324522887,3,Present,1
Present,12,Dynamic,1,0.949267341537507,3,Present,1
Absent,12,Dynamic,2,0.709447521778202,3,Present,1
Present,12,Dynamic,1,1.08913229824884,3,Present,1
Absent,12,Dynamic,2,1.00919699465703,3,Present,1
Absent,8,Dynamic,2,1.11913006278701,3,Present,1
Present,16,Dynamic,1,0.599532171940155,3,Present,1
Present,8,Dynamic,1,0.519617909759745,3,Present,1
Absent,16,Dynamic,2,0.689465514072708,3,Present,1
Present,12,Dynamic,1,0.869320750366569,3,Present,1
Present,16,Dynamic,1,0.739457400916308,3,Present,1
Absent,8,Dynamic,2,0.939281603049949,3,Present,1
Absent,8,Dynamic,2,0.839342167696032,3,Present,1
Present,16,Dynamic,1,0.549594402323237,3,Present,1
Present,12,Dynamic,1,0.729417309626569,3,Present,1
Present,16,Dynamic,1,0.719443610555118,3,Present,1
Absent,12,Dynamic,2,0.699461251992489,3,Present,1
Absent,16,Dynamic,2,0.879308017589665,3,Present,1
Present,16,Dynamic,1,0.529598550792343,3,Present,1
Present,8,Dynamic,1,0.989188888183435,3,Present,1
Present,8,Dynamic,1,0.66948342115893,3,Present,1
Present,8,Dynamic,1,0.729429810169677,3,Present,1
Present,8,Dynamic,1,0.589557365162364,3,Present,1
Absent,8,Dynamic,2,1.1790788276021,3,Present,1
Absent,16,Dynamic,2,0.929280892981751,3,Present,1
Absent,12,Dynamic,2,0.909289181566692,3,Present,1
Absent,16,Dynamic,2,1.00923293246478,3,Present,1
Absent,12,Dynamic,2,0.939249654990363,3,Present,1
Absent,16,Dynamic,2,1.58874149004077,3,Present,1
Present,12,Dynamic,1,0.629519180196894,3,Present,1
Absent,8,Dynamic,2,0.889299374805887,3,Present,1
Absent,8,Dynamic,2,0.919264444459259,3,Present,1
Absent,16,Dynamic,2,1.1091625488275,3,Present,1
Absent,12,Dynamic,2,0.889308261518636,3,Present,1
Absent,12,Dynamic,2,1.29897207176191,3,Present,1
Present,8,Dynamic,1,0.559571820481324,3,Present,1
Absent,16,Dynamic,2,0.789407310194747,3,Present,1
Absent,16,Dynamic,2,0.88930002639745,3,Present,1
Present,16,Dynamic,1,0.769386427504287,3,Present,1
Present,12,Dynamic,1,0.569604739246188,3,Present,1
Present,12,Dynamic,1,1.25899866340114,3,Present,1
Present,8,Dynamic,1,1.29900293216451,3,Present,1
Absent,12,Dynamic,2,0.999228503309951,3,Present,1
Absent,12,Dynamic,2,0.999219822098894,3,Present,1
Present,8,Dynamic,1,0.649551530907502,3,Present,1
Present,8,Dynamic,1,0.509628752919525,3,Present,1
Present,12,Dynamic,1,0.439705286583376,3,Present,1
Absent,8,Dynamic,2,1.29896263370165,3,Present,1
Absent,8,Dynamic,2,1.18905816043889,3,Present,1
Present,16,Dynamic,1,1.04918749477883,3,Present,1
Absent,8,Dynamic,2,0.9093055114663,3,Present,1
Present,12,Dynamic,1,1.14910099175677,3,Present,1
Present,12,Dynamic,1,0.62951615781185,3,Present,1
Present,16,Dynamic,2,0.919308998319138,3,Present,0
Absent,16,Dynamic,2,1.14908786969499,3,Present,1
Absent,8,Dynamic,2,1.7386042497169,3,Present,1
Present,8,Dynamic,1,0.549588132002555,3,Present,1
Present,16,Dynamic,1,0.909356410830242,3,Present,1
Absent,16,Dynamic,2,1.47883406957635,3,Present,1
Present,16,Dynamic,1,1.4388497645914,3,Present,1
Absent,12,Dynamic,2,1.13912080683804,3,Present,1
Present,16,Static,1,0.699465146508373,3,Present,1
Absent,12,Static,2,1.03917151239557,3,Present,1
Present,8,Static,1,0.439678305660436,3,Present,1
Present,8,Static,1,0.65948310705835,3,Present,1
Absent,8,Static,2,0.649507473259746,3,Present,1
Absent,8,Static,2,0.589556162223289,3,Present,1
Present,16,Static,1,0.869326840246231,3,Present,1
Absent,16,Static,2,0.759423514787613,3,Present,1
Absent,16,Static,2,0.999228608567137,3,Present,1
Present,12,Static,1,0.699450706225434,3,Present,1
Absent,12,Static,2,0.909279402673747,3,Present,1
Present,16,Static,1,0.519624806610864,3,Present,1
Absent,16,Static,2,1.0092120714944,3,Present,1
Present,12,Static,2,0.769417728984536,3,Present,0
Absent,12,Static,2,0.989286812445243,3,Present,1
Absent,12,Static,2,0.939255023106853,3,Present,1
Absent,8,Static,2,0.669479927623343,3,Present,1
Present,16,Static,1,0.869305077071658,3,Present,1
Present,12,Static,1,0.479641398817421,3,Present,1
Present,12,Static,1,0.799383400107672,3,Present,1
Absent,12,Static,2,0.789379056160215,3,Present,1
Absent,8,Static,2,0.749410419457945,3,Present,1
Present,12,Static,1,0.439676421055538,3,Present,1
Absent,16,Static,2,0.849334196553627,3,Present,1
Present,16,Static,1,0.659504820110669,3,Present,1
Present,8,Static,1,0.819362340318548,3,Present,1
Present,8,Static,1,0.489639823301786,3,Present,1
Absent,8,Static,2,0.639611859978231,3,Present,1
Present,8,Static,1,0.439791572408467,3,Present,1
Absent,16,Static,2,0.98921587913128,3,Present,1
Absent,8,Dynamic,2,2.01837425609892,3,Present,1
Present,12,Dynamic,1,0.809365234054894,3,Present,1
Absent,16,Dynamic,2,1.86849880541467,3,Present,1
Present,8,Dynamic,1,0.459675836293627,3,Present,1
Absent,12,Dynamic,2,1.46882068854893,3,Present,1
Absent,12,Dynamic,2,0.77939268111777,3,Present,1
Absent,16,Dynamic,2,0.829371656413969,3,Present,1
Present,8,Dynamic,1,0.899306169741521,3,Present,1
Absent,8,Dynamic,2,0.939280745956239,3,Present,1
Absent,12,Dynamic,2,2.07831231475575,3,Present,1
Present,16,Dynamic,1,1.49879736656567,3,Present,1
Present,12,Dynamic,1,1.46880099041982,3,Present,1
Present,8,Dynamic,1,0.819366635813367,3,Present,1
Absent,16,Dynamic,2,0.719448988695603,3,Present,1
Absent,8,Dynamic,2,0.749438036937136,3,Present,1
Present,12,Dynamic,1,0.929267886202069,3,Present,1
Absent,12,Dynamic,2,0.589538719605116,3,Present,1
Present,12,Dynamic,2,0.649514520478533,3,Present,0
Present,16,Dynamic,1,0.909284580324311,3,Present,1
Present,8,Dynamic,1,1.11911707104355,3,Present,1
Present,16,Dynamic,1,1.18912338480368,3,Present,1
Present,16,Dynamic,1,0.499632769399796,3,Present,1
Absent,16,Dynamic,2,0.839358452485612,3,Present,1
Absent,8,Dynamic,2,1.08914731493951,3,Present,1
Present,16,Dynamic,1,0.619531301480038,3,Present,1
Present,8,Dynamic,1,0.719458311474682,3,Present,1
Absent,8,Dynamic,1,0.599554822282244,3,Present,0
Present,12,Dynamic,1,0.699461993805016,3,Present,1
Absent,16,Dynamic,2,1.4987957125245,3,Present,1
Absent,12,Dynamic,2,0.709452383657663,3,Present,1
Absent,8,Static,2,1.01915936103887,3,Present,1
Present,16,Static,1,0.88930817129858,3,Present,1
Absent,12,Static,2,0.979239353152934,3,Present,1
Present,12,Static,1,1.00920055836423,3,Present,1
Absent,16,Static,2,0.909317490735702,3,Present,1
Absent,16,Static,2,0.689462466626992,3,Present,1
Absent,8,Static,2,0.539608658822999,3,Present,1
Present,8,Static,1,0.59954551454075,3,Present,1
Present,12,Static,1,0.739439487146683,3,Present,1
Present,8,Static,1,0.859301946088635,3,Present,1
Absent,8,Static,2,0.789424812959624,3,Present,1
Present,16,Static,1,0.579550089050827,3,Present,1
Absent,16,Static,2,0.809392726227998,3,Present,1
Present,8,Static,1,0.519628300146451,3,Present,1
Present,12,Static,2,1.42884719999211,3,Present,0
Present,16,Static,1,0.619538002853915,3,Present,1
Absent,12,Static,2,0.869314931148892,3,Present,1
Present,8,Static,1,0.489633076817427,3,Present,1
Present,12,Static,1,1.00920234272417,3,Present,1
Present,16,Static,1,0.549648910504857,3,Present,1
Absent,12,Static,2,0.919288162409885,3,Present,1
Absent,8,Static,2,0.809371103396188,3,Present,1
Absent,12,Static,2,0.939273392990344,3,Present,1
Absent,16,Static,2,0.909278741057278,3,Present,1
Absent,12,Static,2,0.799399990643906,3,Present,1
Present,8,Static,1,0.479641258474658,3,Present,1
Absent,16,Static,2,0.82935117136185,3,Present,1
Absent,8,Static,2,0.789388393975969,3,Present,1
Present,16,Static,1,0.529599222433262,3,Present,1
Present,12,Static,1,0.819361433101676,3,Present,1
Present,8,Static,1,0.929249561428605,3,Present,1
Present,16,Static,1,0.899294265655499,3,Present,1
Absent,8,Static,2,1.31894972883765,3,Present,1
Present,16,Static,1,0.649497584096935,3,Present,1
Present,8,Static,1,0.669477827491846,3,Present,1
Present,16,Static,1,0.479634331550187,3,Present,1
Absent,12,Static,2,1.14907762466282,3,Present,1
Present,12,Static,1,0.679495358659551,3,Present,1
Present,8,Static,1,0.609537708801781,3,Present,1
Present,16,Static,1,0.579569290967356,3,Present,1
Present,8,Static,1,0.519630946612779,3,Present,1
Absent,16,Static,2,1.22901514366777,3,Present,1
Present,12,Static,1,0.609556384432835,3,Present,1
Absent,8,Static,2,0.699455071892316,3,Present,1
Present,12,Static,1,0.939273172451522,3,Present,1
Absent,8,Static,2,0.719453815489032,3,Present,1
Absent,16,Static,2,0.79942775347763,3,Present,1
Absent,16,Static,2,0.939264581460975,3,Present,1
Absent,12,Static,2,0.669515158704598,3,Present,1
Absent,16,Static,2,1.47881864188139,3,Present,1
Absent,12,Static,2,0.819350661783574,3,Present,1
Present,16,Static,2,0.949251753450881,3,Present,0
Present,8,Static,1,0.51962362372069,3,Present,1
Absent,12,Static,2,0.579550449932412,3,Present,1
Present,12,Static,1,0.489614867326054,3,Present,1
Absent,16,Static,2,0.859327939599098,3,Present,1
Present,12,Static,1,0.569578374829234,3,Present,1
Absent,12,Static,2,0.999214458994629,3,Present,1
Absent,8,Static,2,0.599554316045214,3,Present,1
Absent,8,Static,2,0.739440444486263,3,Present,1
Absent,8,Static,2,1.27896725833443,3,Present,1
Present,8,Static,1,0.499613858193698,3,Present,1
Present,16,Static,1,0.509625855841023,3,Present,1
Present,16,Static,1,0.979251352471238,3,Present,1
Absent,12,Static,2,0.919271015514369,3,Present,1
Present,12,Static,1,0.74942270948668,3,Present,1
Absent,16,Static,2,0.889315584411179,3,Present,1
Present,16,Static,1,0.469659865605081,3,Present,1
Absent,12,Static,2,0.689468892326659,3,Present,1
Present,8,Static,1,0.599551338770652,3,Present,1
Absent,8,Static,2,0.599540412073566,3,Present,1
Present,12,Static,2,0.699478093140897,3,Present,0
Absent,12,Static,2,0.899286992886118,3,Present,1
Absent,16,Static,2,0.969232688535612,3,Present,1
Absent,16,Static,2,0.819389912686802,3,Present,1
Absent,16,Static,2,0.609531483591581,3,Present,1
Present,8,Static,1,0.639522441499139,3,Present,1
Present,8,Static,1,0.909295872916118,3,Present,1
Absent,8,Static,2,0.63952158440452,3,Present,1
Present,16,Static,2,0.849347423872132,3,Present,0
Absent,8,Static,2,0.779392325247954,3,Present,1
Absent,16,Static,2,0.999194715755493,3,Present,1
Present,12,Static,1,0.539595977838871,3,Present,1
Absent,12,Static,2,0.579560915503407,3,Present,1
Absent,8,Static,2,0.5096297002342,3,Present,1
Present,16,Static,1,0.51960588036809,3,Present,1
Present,12,Static,1,0.449669557619018,3,Present,1
Present,8,Static,1,0.439677358345762,3,Present,1
Absent,12,Static,2,0.719437901606398,3,Present,1
Present,12,Static,1,0.539588043453023,3,Present,1
Absent,8,Dynamic,2,0.879317776433709,3,Present,1
Present,12,Dynamic,1,1.14909797438395,3,Present,1
Absent,12,Dynamic,2,1.68864644113819,3,Present,1
Present,12,Dynamic,1,0.689479518289772,3,Present,1
Absent,8,Dynamic,2,0.929289293507281,3,Present,1
Present,16,Dynamic,1,0.439676110296205,3,Present,1
Absent,16,Dynamic,2,1.17914677862927,3,Present,1
Present,12,Dynamic,1,0.679488501906235,3,Present,1
Absent,8,Dynamic,1,1.04925797197848,3,Present,0
Present,12,Dynamic,1,0.499639410626514,3,Present,1
Absent,12,Dynamic,2,1.05916691282346,3,Present,1
Present,12,Dynamic,1,0.879334717827078,3,Present,1
Absent,16,Dynamic,2,1.11912873454139,3,Present,1
Absent,16,Dynamic,2,0.809386260429619,3,Present,1
Absent,16,Dynamic,2,0.889298868568858,3,Present,1
Present,8,Dynamic,1,0.519617278216629,3,Present,1
Absent,16,Dynamic,2,0.919260645176564,3,Present,1
Absent,8,Dynamic,2,0.679481023634253,3,Present,1
Present,8,Dynamic,1,0.489638480019494,3,Present,1
Present,16,Dynamic,1,0.799393043670079,3,Present,1
Present,16,Dynamic,1,0.559578907797913,3,Present,1
Absent,12,Dynamic,2,0.679489183571604,3,Present,1
Present,8,Dynamic,1,0.489647181279452,3,Present,1
Absent,8,Dynamic,2,0.97923382464478,3,Present,1
Present,8,Dynamic,1,0.449656395459442,3,Present,1
Absent,12,Dynamic,2,0.529597438073779,3,Present,1
Absent,12,Dynamic,2,0.699486759315278,3,Present,1
Present,16,Dynamic,1,0.469642473109616,3,Present,1
Present,16,Dynamic,1,0.479637173493757,3,Present,1
Present,8,Dynamic,1,0.439700023724527,3,Present,1
Present,16,Dynamic,1,1.05920338694204,3,Present,1
Present,16,Dynamic,1,0.439684876715546,3,Present,1
Present,8,Dynamic,1,0.619522785672871,3,Present,1
Absent,8,Dynamic,2,0.639521789906667,3,Present,1
Present,12,Dynamic,1,0.509617816197533,3,Present,1
Absent,12,Dynamic,2,0.689477688819807,3,Present,1
Present,8,Dynamic,1,0.499639465761447,3,Present,1
Absent,16,Dynamic,2,0.849342722385245,3,Present,1
Absent,12,Dynamic,2,0.799393574968235,3,Present,1
Present,12,Dynamic,1,0.769426595648838,3,Present,1
Absent,12,Dynamic,2,0.779396876368082,3,Present,1
Absent,8,Dynamic,2,0.839352883879201,3,Present,1
Absent,8,Dynamic,2,0.729433263607461,3,Present,1
Present,8,Dynamic,1,0.539580630340424,3,Present,1
Absent,16,Dynamic,2,0.6295371891988,3,Present,1
Absent,16,Dynamic,2,0.759413405086434,3,Present,1
Present,16,Dynamic,1,0.769403955330745,3,Present,1
Absent,8,Dynamic,2,0.639501034193472,3,Present,1
Present,12,Dynamic,2,1.07913599895755,3,Present,0
Absent,16,Dynamic,2,0.839358918624384,3,Present,1
Present,8,Dynamic,1,0.459695113393536,3,Present,1
Present,12,Dynamic,2,0.739429708254193,3,Present,0
Absent,12,Dynamic,2,0.889309018368294,3,Present,1
Present,16,Dynamic,1,0.589566317034496,3,Present,1
Absent,8,Dynamic,1,0.519641878323,3,Present,0
Absent,16,Dynamic,2,0.749414113483908,3,Present,1
Present,8,Dynamic,1,0.449683281150101,3,Present,1
Present,12,Dynamic,1,1.12909546157789,3,Present,1
Present,16,Dynamic,2,0.609528511329245,3,Present,0
Absent,12,Dynamic,2,0.709467771254367,3,Present,1
Present,8,Static,1,0.809366822937136,3,Present,1
Absent,12,Static,2,0.789385917926211,3,Present,1
Present,12,Static,2,0.609550089051027,3,Present,0
Absent,16,Static,2,0.939273984435204,3,Present,1
Absent,12,Static,2,0.669471847881596,3,Present,1
Present,12,Static,1,0.40971808786162,3,Present,1
Absent,16,Static,2,0.569602408551873,3,Present,1
Absent,12,Static,2,0.69945356821836,3,Present,1
Absent,8,Static,2,0.579564434100575,3,Present,1
Absent,16,Static,2,1.04920905746394,3,Present,1
Absent,8,Static,2,0.549581596033022,3,Present,1
Present,12,Static,1,0.699456284855842,3,Present,1
Present,16,Static,1,0.439687262544794,3,Present,1
Present,16,Static,1,0.769413809407524,3,Present,1
Absent,12,Static,2,0.549607123405167,3,Present,1
Present,8,Static,1,0.449665222025942,3,Present,1
Absent,8,Static,2,0.599553609318718,3,Present,1
Present,8,Static,1,0.579566789856472,3,Present,1
Present,16,Static,1,0.739414320657033,3,Present,1
Present,16,Static,1,0.509622833456433,3,Present,1
Absent,12,Static,2,0.809391964366114,3,Present,1
Present,16,Static,1,0.489654614441406,3,Present,1
Present,12,Static,1,0.71945490314647,3,Present,1
Absent,16,Static,2,0.699471070983236,3,Present,1
Absent,16,Static,2,0.869433350486361,3,Present,1
Absent,8,Static,2,0.559583118084902,3,Present,1
Present,12,Static,1,0.509618748475532,3,Present,1
Present,8,Static,1,0.57954356811797,3,Present,1
Present,8,Static,1,0.639509930931126,3,Present,1
Absent,8,Static,2,0.52960696635455,3,Present,1
Absent,8,Static,2,2.60785475770354,4,Absent,1
Present,12,Static,1,1.46884155021507,4,Absent,1
Present,12,Static,1,1.1291554323634,4,Absent,1
Present,8,Static,1,0.819389402931847,4,Absent,1
Present,8,Static,1,0.9892284820653,4,Absent,1
Absent,16,Static,2,3.17746645748593,4,Absent,1
Absent,16,Static,2,3.37728529683045,4,Absent,1
Absent,16,Static,2,3.40730485995664,4,Absent,1
Absent,8,Static,2,1.65872423160909,4,Absent,1
Absent,12,Static,2,2.23822186077632,4,Absent,1
Present,16,Static,1,1.08917327625932,4,Absent,1
Present,8,Static,1,1.45886988491657,4,Absent,1
Absent,16,Static,2,2.84773227138794,4,Absent,1
Present,12,Static,1,1.47883395151985,4,Absent,1
Absent,12,Static,2,2.48803283076268,4,Absent,1
Present,16,Static,1,0.76940320187714,4,Absent,1
Absent,16,Static,2,2.67785756962076,4,Absent,1
Absent,8,Static,2,2.47804241433914,4,Absent,1
Present,16,Static,1,0.899310674258231,4,Absent,1
Present,8,Static,1,0.89934375062694,4,Absent,1
Present,12,Static,1,1.91847961485109,4,Absent,1
Absent,12,Static,2,2.71783388134827,4,Absent,1
Present,16,Static,1,2.70780978206494,4,Absent,1
Present,12,Static,1,2.35812085730868,4,Absent,1
Absent,8,Static,2,1.6187384666282,4,Absent,1
Absent,12,Static,2,2.52797972512235,4,Absent,1
Present,16,Static,1,1.53880892996676,4,Absent,1
Present,8,Static,1,0.819493574192165,4,Absent,1
Absent,8,Static,2,2.7877807757086,4,Absent,1
Absent,12,Static,2,2.43804650941456,4,Absent,1
Present,16,Dynamic,1,2.95762090241988,4,Absent,1
Absent,8,Dynamic,2,2.19824456162314,4,Absent,1
Present,16,Dynamic,1,1.21905477975815,4,Absent,1
Absent,8,Dynamic,2,1.43887413537232,4,Absent,1
Absent,16,Dynamic,2,1.95845868336073,4,Absent,1
Absent,16,Dynamic,2,1.94847687310903,4,Absent,1
Absent,12,Dynamic,2,2.33812315295654,4,Absent,1
Present,12,Dynamic,1,1.14910014134693,4,Absent,1
Present,8,Dynamic,1,0.649569465886088,4,Absent,1
Present,8,Dynamic,1,1.2390194478412,4,Absent,1
Present,16,Dynamic,1,2.1683288690183,4,Absent,1
Absent,16,Dynamic,2,2.0483841199366,4,Absent,1
Absent,16,Dynamic,2,2.16825963871088,4,Absent,1
Present,12,Dynamic,1,1.09913206989222,4,Absent,1
Absent,12,Dynamic,2,2.24820336026642,4,Absent,1
Absent,8,Dynamic,2,1.97844328548126,4,Absent,1
Present,12,Dynamic,1,1.74862282715549,4,Absent,1
Present,12,Dynamic,1,1.54878999338507,4,Absent,1
Present,16,Dynamic,2,2.36822598592516,4,Absent,0
Absent,12,Dynamic,2,2.06836242155805,4,Absent,1
Absent,8,Dynamic,2,2.60793683962584,4,Absent,1
Absent,8,Dynamic,2,2.11833641257545,4,Absent,1
Present,12,Dynamic,1,0.689502375844313,4,Absent,1
Present,16,Dynamic,1,0.959267889007606,4,Absent,1
Absent,16,Dynamic,2,1.68869170158541,4,Absent,1
Present,8,Dynamic,1,0.639543171202604,4,Absent,1
Absent,12,Dynamic,2,1.93848069250453,4,Absent,1
Present,8,Dynamic,1,1.0092205174733,4,Absent,1
Absent,12,Dynamic,2,1.64869385187558,4,Absent,1
Present,8,Dynamic,1,0.769428559255175,4,Absent,1
Absent,12,Static,2,2.40806742586756,4,Absent,1
Present,16,Static,1,0.829393878941119,4,Absent,1
Absent,16,Static,2,2.57811130380651,4,Absent,1
Present,8,Static,1,1.10917796278773,4,Absent,1
Present,12,Static,1,2.59795564588785,4,Absent,1
Present,8,Static,1,0.979273432643822,4,Absent,1
Present,12,Static,1,0.699468081480518,4,Absent,1
Absent,12,Static,2,2.15829860456688,4,Absent,1
Present,16,Static,1,1.59875684684266,4,Absent,1
Present,8,Static,1,0.899316759227077,4,Absent,1
Present,16,Static,1,1.34895311967375,4,Absent,1
Absent,12,Static,2,2.28823626621488,4,Absent,1
Absent,8,Static,2,1.67869192212856,4,Absent,1
Present,8,Static,1,0.639522535437209,4,Absent,1
Absent,16,Static,2,2.49800725284149,4,Absent,1
Absent,8,Static,2,1.66869088457497,4,Absent,1
Absent,8,Static,2,2.09834731439332,4,Absent,1
Absent,8,Static,2,1.63870044308896,4,Absent,1
Absent,12,Static,2,2.3181666700093,4,Absent,1
Absent,16,Static,2,2.58793216312188,4,Absent,1
Present,16,Static,1,1.07914714196886,4,Absent,1
Present,12,Static,1,0.929307376145516,4,Absent,1
Present,16,Static,1,0.92930475970752,4,Absent,1
Present,12,Static,1,1.54879832387815,4,Absent,1
Present,12,Static,1,0.649531191731512,4,Absent,1
Present,8,Static,1,1.48886831605705,4,Absent,1
Absent,16,Static,2,3.0375880917054,4,Absent,1
Absent,8,Static,2,1.57875403492653,4,Absent,1
Absent,12,Static,2,2.30816072538437,4,Absent,1
Absent,16,Static,2,2.79776961826246,4,Absent,1
Absent,16,Dynamic,2,2.08833506927112,4,Absent,1
Present,16,Dynamic,1,1.2990828688562,4,Absent,1
Absent,8,Dynamic,2,1.82854131663771,4,Absent,1
Present,8,Dynamic,1,1.17909370050438,4,Absent,1
Absent,8,Dynamic,2,2.34815530204287,4,Absent,1
Present,8,Dynamic,1,1.0592049541865,4,Absent,1
Present,12,Dynamic,1,1.50881422800194,4,Absent,1
Present,16,Dynamic,2,2.24820684383485,4,Absent,0
Present,8,Dynamic,1,0.879387102271721,4,Absent,1
Absent,8,Dynamic,2,1.84854874491248,4,Absent,1
Present,16,Dynamic,1,1.0392092297061,4,Absent,1
Present,12,Dynamic,1,1.24901637528274,4,Absent,1
Absent,12,Dynamic,2,1.83856772660693,4,Absent,1
Absent,8,Dynamic,2,1.40889979850544,4,Absent,1
Present,16,Dynamic,1,0.989241047976975,4,Absent,1
Present,8,Dynamic,1,0.939290118691133,4,Absent,1
Absent,16,Dynamic,2,1.95846039757816,4,Absent,1
Absent,16,Dynamic,2,1.54879290554709,4,Absent,1
Absent,16,Dynamic,2,2.01839946267864,4,Absent,1
Absent,12,Dynamic,1,1.98843073460739,4,Absent,0
Absent,16,Dynamic,2,1.52881969144073,4,Absent,1
Absent,12,Dynamic,2,1.58876054093162,4,Absent,1
Absent,12,Dynamic,2,1.5487913116267,4,Absent,1
Present,12,Dynamic,1,0.71947487318721,4,Absent,1
Absent,12,Dynamic,2,1.86853106642411,4,Absent,1
Absent,8,Dynamic,2,2.09833415702633,4,Absent,1
Present,12,Dynamic,1,1.47884898349912,4,Absent,1
Present,8,Dynamic,1,0.869350472161386,4,Absent,1
Present,12,Dynamic,2,1.90849156926015,4,Absent,0
Present,16,Dynamic,1,2.18828317160296,4,Absent,1
Absent,16,Dynamic,2,1.74861702788985,4,Absent,1
Present,8,Dynamic,1,1.42886516330145,4,Absent,1
Present,16,Dynamic,1,0.70949538865716,4,Absent,1
Present,8,Dynamic,1,1.05919225294201,4,Absent,1
Present,12,Dynamic,1,1.83856185717013,4,Absent,1
Present,8,Dynamic,1,1.26900778916024,4,Absent,1
Absent,12,Dynamic,2,1.2989841860981,4,Absent,1
Present,12,Dynamic,1,1.07917537141475,4,Absent,1
Present,16,Dynamic,2,1.38892523608047,4,Absent,0
