target,setsize,location,dyn,resp,rt,sub,exp,correct
Present,16,1,Dynamic,1,0.950837126502847,1,4,1
Absent,8,4,Dynamic,2,0.790629143303704,1,4,1
Absent,8,2,Dynamic,2,0.570858475402929,1,4,1
Present,8,4,Dynamic,1,0.580798327574485,1,4,1
Absent,12,3,Dynamic,2,0.800824425427891,1,4,1
Present,16,4,Dynamic,1,0.820805958578603,1,4,1
Absent,8,1,Dynamic,2,0.870808653506174,1,4,1
Absent,16,3,Dynamic,1,0.710868884203592,1,4,0
Present,16,4,Dynamic,1,0.620818217907072,1,4,1
Absent,12,1,Dynamic,2,0.540772116779408,1,4,1
Absent,8,3,Dynamic,2,0.760843851288882,1,4,1
Present,16,1,Dynamic,1,0.970862241283612,1,4,1
Absent,16,4,Dynamic,2,0.930841260951638,1,4,1
Present,12,3,Dynamic,1,0.770822500718168,1,4,1
Present,8,3,Dynamic,1,0.79080456750853,1,4,1
Absent,12,4,Dynamic,2,0.720801127758932,1,4,1
Present,8,2,Dynamic,1,0.860814581342311,1,4,1
Absent,16,3,Dynamic,2,0.940832390581818,1,4,1
Present,8,2,Dynamic,1,0.710805150935812,1,4,1
Absent,12,2,Dynamic,2,0.800849910448051,1,4,1
Present,12,2,Dynamic,1,0.72094697693683,1,4,1
Absent,16,1,Dynamic,2,0.740813160198741,1,4,1
Present,12,1,Dynamic,1,0.680822422861638,1,4,1
Absent,12,2,Dynamic,2,1.65094551602942,1,4,1
Absent,16,2,Dynamic,2,1.52098692300478,1,4,1
Absent,8,3,Dynamic,2,1.18089740464984,1,4,1
Present,12,3,Dynamic,1,0.810902936852472,1,4,1
Present,16,3,Dynamic,1,0.800825543162318,1,4,1
Absent,12,1,Dynamic,2,0.710788347156267,1,4,1
Present,12,4,Dynamic,1,0.620830951394055,1,4,1
Present,16,3,Dynamic,1,0.590803063161729,1,4,1
Present,12,2,Dynamic,1,0.580801953780792,1,4,1
Present,8,1,Dynamic,1,0.590852494102364,1,4,1
Present,12,4,Dynamic,1,0.550774276061929,1,4,1
Present,16,2,Static,1,0.83079473010639,1,4,1
Absent,16,4,Static,2,0.89082717214842,1,4,1
Absent,12,1,Static,2,0.520782285659152,1,4,1
Present,16,4,Static,1,0.540750446091806,1,4,1
Present,12,2,Static,2,0.86083576584042,1,4,0
Absent,12,4,Static,2,0.800807751967113,1,4,1
Present,16,4,Static,1,0.530792407089393,1,4,1
Present,8,2,Static,1,0.520777847466888,1,4,1
Absent,16,2,Static,1,1.40088107402789,1,4,0
Absent,8,3,Static,2,0.560814568644673,1,4,1
Absent,12,4,Static,2,0.720819011180538,1,4,1
Absent,8,1,Static,2,0.520760575207532,1,4,1
Present,12,1,Static,1,0.590828036930361,1,4,1
Present,12,2,Static,1,0.580817208436201,1,4,1
Present,8,2,Static,1,0.630785577044662,1,4,1
Absent,12,3,Static,2,0.580804404777155,1,4,1
Absent,8,4,Static,2,0.730807915700098,1,4,1
Absent,8,4,Static,2,0.580761585010805,1,4,1
Absent,16,1,Static,2,1.27087249871329,1,4,1
Present,12,4,Static,1,0.540833301477505,1,4,1
Absent,12,3,Static,2,0.540792496642098,1,4,1
Present,8,4,Static,1,0.540757204960755,1,4,1
Absent,12,1,Static,2,0.630794265636723,1,4,1
Present,16,1,Static,1,0.690806874151349,1,4,1
Absent,16,1,Static,2,0.710832588065387,1,4,1
Present,8,3,Static,1,0.67081601551854,1,4,1
Absent,8,2,Static,2,0.620768701423003,1,4,1
Absent,12,2,Static,2,0.710871645959742,1,4,1
Absent,16,4,Static,2,0.620774089939914,1,4,1
Absent,12,2,Static,2,0.730806369583661,1,4,1
Present,16,3,Static,1,0.650775899033761,1,4,1
Absent,8,2,Static,2,0.610793473030753,1,4,1
Absent,16,3,Static,2,0.670776551629388,1,4,1
Present,16,2,Static,1,0.690785398943262,1,4,1
Present,8,1,Static,1,0.590823991699835,1,4,1
Present,8,4,Static,1,0.480770707999,1,4,1
Absent,8,1,Static,2,0.610792383030457,1,4,1
Present,16,3,Static,1,0.480787987943586,1,4,1
Present,8,1,Static,1,0.700768319154122,1,4,1
Absent,16,2,Static,2,0.950823643514013,1,4,1
Absent,8,3,Static,2,0.590806336169408,1,4,1
Present,12,4,Static,1,0.530786492618972,1,4,1
Present,12,1,Static,1,0.650826818616224,1,4,1
Present,16,1,Static,1,0.530806536659838,1,4,1
Present,8,3,Static,1,0.620847942967885,1,4,1
Present,12,3,Static,1,0.550800264647478,1,4,1
Present,12,3,Static,1,0.490782726737962,1,4,1
Absent,16,3,Static,2,0.690800418356957,1,4,1
Present,8,3,Static,2,2.14345567625878,2,4,0
Absent,16,1,Static,-1,5.00076083825661,2,4,0
Absent,8,1,Static,2,2.04102324302312,2,4,1
Present,16,3,Static,1,0.860811364547772,2,4,1
Present,8,4,Static,1,1.06083990623665,2,4,1
Absent,16,3,Static,2,1.59095592520316,2,4,1
Present,12,3,Static,1,1.28083033876464,2,4,1
Present,12,1,Static,1,1.00083865349643,2,4,1
Present,12,2,Static,1,0.790803407025123,2,4,1
Absent,16,1,Static,2,1.80101738866051,2,4,1
Absent,12,3,Static,2,1.66090140244069,2,4,1
Present,8,3,Static,1,1.12088459620918,2,4,1
Present,16,4,Static,1,1.20082785867999,2,4,1
Absent,12,2,Static,2,1.63102570974115,2,4,1
Absent,16,4,Static,2,2.33103653730541,2,4,1
Absent,16,3,Static,2,2.45099268471949,2,4,1
Absent,8,2,Static,2,1.48106224704588,2,4,1
Present,16,4,Static,1,1.06083576374022,2,4,1
Absent,12,1,Static,2,2.00099530849002,2,4,1
Absent,8,3,Static,2,1.03081811277025,2,4,1
Present,12,4,Static,1,1.57088119285982,2,4,1
Absent,8,2,Static,2,1.00081765932373,2,4,1
Present,16,2,Static,1,1.37095697444329,2,4,1
Present,8,2,Static,1,1.01083741612729,2,4,1
Present,12,1,Static,1,1.04084637076267,2,4,1
Absent,12,1,Static,2,1.46092807120112,2,4,1
Present,8,1,Static,1,0.680846754036793,2,4,1
Absent,16,2,Static,2,2.00096130740712,2,4,1
Absent,16,4,Static,2,1.96097937372997,2,4,1
Present,16,2,Static,1,0.970836954327751,2,4,1
Absent,8,4,Static,2,0.980817139047758,2,4,1
Present,8,1,Static,1,0.760791555282594,2,4,1
Absent,12,4,Static,2,1.62092210489664,2,4,1
Absent,12,2,Static,2,1.47090594759084,2,4,1
Present,16,1,Static,1,0.740809750921471,2,4,1
Absent,8,3,Static,2,1.03084717941329,2,4,1
Present,12,4,Static,1,1.57089049300976,2,4,1
Present,12,3,Static,1,0.730839227237993,2,4,1
Present,16,3,Static,1,1.16090372380222,2,4,1
Present,8,2,Static,1,0.610766947243974,2,4,1
Present,16,1,Static,1,1.12088055863751,2,4,1
Absent,12,4,Static,2,1.55094371424548,2,4,1
Absent,8,1,Static,2,1.07085377125259,2,4,1
Present,8,4,Static,1,0.650825617180999,2,4,1
Absent,12,3,Static,2,1.55092550223253,2,4,1
Present,12,2,Static,1,0.870855233171824,2,4,1
Absent,8,4,Static,2,1.22088852651814,2,4,1
Absent,16,2,Static,2,1.68094656223275,2,4,1
Absent,12,3,Dynamic,2,3.70125161897249,2,4,1
Present,12,2,Dynamic,1,0.930850336158073,2,4,1
Present,8,2,Dynamic,1,0.580786583083864,2,4,1
Present,12,1,Dynamic,1,0.610785377459251,2,4,1
Absent,8,1,Dynamic,2,1.34091392649952,2,4,1
Absent,8,4,Dynamic,2,2.03099986232883,2,4,1
Absent,16,2,Dynamic,2,2.10097335563205,2,4,1
Absent,8,2,Dynamic,1,1.78094655822315,2,4,0
Absent,12,1,Dynamic,2,2.19099653750527,2,4,1
Present,8,3,Dynamic,1,1.81101937419771,2,4,1
Absent,12,2,Dynamic,1,3.09116078779971,2,4,0
Absent,16,3,Dynamic,2,2.08096480298263,2,4,1
Absent,16,1,Dynamic,2,2.51101746785389,2,4,1
Present,16,4,Dynamic,1,1.40089204247761,2,4,1
Absent,8,2,Dynamic,2,1.80092146064999,2,4,1
Absent,16,2,Dynamic,2,2.60105991699584,2,4,1
Absent,12,3,Dynamic,2,2.65107693274149,2,4,1
Present,16,2,Dynamic,1,1.23087533749458,2,4,1
Present,12,4,Dynamic,1,1.05092986125965,2,4,1
Absent,16,4,Dynamic,2,3.02114419375448,2,4,1
Present,8,1,Dynamic,1,0.670853945679482,2,4,1
Absent,16,1,Dynamic,2,2.9011108843697,2,4,1
Present,12,2,Dynamic,1,0.700887924040217,2,4,1
Absent,8,3,Dynamic,2,1.42090149266278,2,4,1
Present,16,2,Dynamic,1,2.16097460837227,2,4,1
Present,16,4,Dynamic,1,1.17083864748201,2,4,1
Present,8,4,Dynamic,1,1.81095714653293,2,4,1
Present,12,1,Dynamic,1,1.01085384142425,2,4,1
Absent,8,1,Dynamic,2,1.98095330878459,2,4,1
Absent,16,3,Dynamic,1,1.0208668416517,2,4,0
Absent,8,3,Dynamic,2,2.71111268311597,2,4,1
Absent,12,4,Dynamic,2,2.27105237850174,2,4,1
Present,16,1,Dynamic,2,2.8810526498346,2,4,0
Present,12,4,Dynamic,1,2.09099314819014,2,4,1
Absent,12,2,Dynamic,1,1.8809701918708,2,4,0
Present,16,3,Dynamic,1,0.670789207188136,2,4,1
Present,16,1,Dynamic,1,2.50102310067359,2,4,1
Present,16,3,Dynamic,1,1.29086484909658,2,4,1
Present,8,2,Dynamic,1,1.10086012183183,2,4,1
Present,12,3,Dynamic,2,2.81110393999916,2,4,0
Present,12,3,Dynamic,1,1.05087728961644,2,4,1
Absent,12,1,Dynamic,2,3.37113883728034,2,4,1
Absent,16,4,Dynamic,2,3.61123000327552,2,4,1
Present,8,4,Dynamic,1,1.12087008026447,2,4,1
Present,8,1,Dynamic,2,4.6713227190703,2,4,0
Present,8,3,Dynamic,1,1.49090256094951,2,4,1
Absent,12,4,Dynamic,2,2.63103971242799,2,4,1
Absent,8,4,Dynamic,2,1.26086171139923,2,4,1
Present,8,2,Static,1,1.78094484134454,2,4,1
Present,8,4,Static,1,0.930875733465655,2,4,1
Present,16,3,Static,1,1.08088386341205,2,4,1
Absent,8,3,Static,2,1.90096951186933,2,4,1
Absent,8,2,Static,2,0.990830028670644,2,4,1
Absent,12,1,Static,2,1.79096416207813,2,4,1
Present,12,4,Static,1,0.800816484775169,2,4,1
Present,8,1,Static,1,0.600801691816741,2,4,1
Absent,8,1,Static,2,0.770824228774472,2,4,1
Present,12,3,Static,1,0.770870464873951,2,4,1
Absent,12,1,Static,2,0.880842730833137,2,4,1
Absent,16,3,Static,2,1.0508966598054,2,4,1
Absent,12,4,Static,2,1.23086800684359,2,4,1
Present,12,2,Static,1,1.18084922409616,2,4,1
Absent,12,3,Static,2,1.12092565694456,2,4,1
Present,16,3,Static,1,1.1808586021034,2,4,1
Absent,8,2,Static,2,0.660804674133942,2,4,1
Absent,8,4,Static,2,0.980873346610679,2,4,1
Present,12,3,Static,1,0.730823558797056,2,4,1
Present,8,2,Static,1,0.800820853159166,2,4,1
Absent,16,4,Static,2,1.31086856020102,2,4,1
Present,12,1,Static,1,0.630799729669889,2,4,1
Present,12,2,Static,1,0.67076993223327,2,4,1
Absent,16,4,Static,2,1.20086910720966,2,4,1
Absent,12,4,Static,2,0.950858021679778,2,4,1
Absent,16,1,Static,2,1.30089284377664,2,4,1
Absent,16,2,Static,2,1.5108797065468,2,4,1
Present,16,4,Static,1,0.910861862770616,2,4,1
Present,8,4,Static,1,0.920849964579247,2,4,1
Absent,16,2,Static,2,1.07087899312955,2,4,1
Absent,8,3,Static,2,1.12081339887209,2,4,1
Absent,16,1,Static,2,1.01084079441625,2,4,1
Present,16,2,Static,1,0.920859735884733,2,4,1
Absent,8,1,Static,2,0.72082310434871,2,4,1
Present,16,2,Static,1,0.71081452998078,2,4,1
Present,12,4,Static,1,0.950846107450161,2,4,1
Present,8,3,Static,1,1.26089704307924,2,4,1
Absent,8,4,Static,2,1.23087736246271,2,4,1
Present,16,1,Static,2,1.37089883180124,2,4,0
Absent,16,3,Static,2,1.46091263299331,2,4,1
Absent,12,2,Static,2,1.02081711699338,2,4,1
Present,16,1,Static,1,0.900819645864431,2,4,1
Present,16,4,Static,1,0.7108089740168,2,4,1
Present,8,3,Static,1,0.610789329823092,2,4,1
Absent,12,3,Static,2,0.800814582442399,2,4,1
Present,8,1,Static,1,1.10086106180461,2,4,1
Absent,12,2,Static,2,0.770816279271457,2,4,1
Present,12,1,Static,1,0.960865723909592,2,4,1
Absent,8,3,Static,2,1.38092382912782,2,4,1
Present,12,4,Static,1,0.840820340235041,2,4,1
Absent,16,3,Static,2,1.05083863244545,2,4,1
Absent,12,1,Static,2,0.880864561724593,2,4,1
Absent,16,2,Static,2,1.42089514943382,2,4,1
Present,8,1,Static,1,0.720845426781125,2,4,1
Present,8,1,Static,2,0.680817910941187,2,4,0
Present,8,3,Static,1,0.700788956573888,2,4,1
Absent,12,2,Static,2,1.12087492247701,2,4,1
Absent,8,2,Static,2,0.970930067432164,2,4,1
Absent,8,2,Static,2,0.910818516426843,2,4,1
Absent,16,4,Static,2,1.3508793246092,2,4,1
Present,16,1,Static,1,1.630941533228,2,4,1
Present,12,4,Static,1,1.30088067625911,2,4,1
Absent,8,1,Static,2,1.06088106989228,2,4,1
Present,16,4,Static,1,1.06085779545811,2,4,1
Absent,12,4,Static,2,1.32088448727518,2,4,1
Absent,8,4,Static,2,1.05089441429664,2,4,1
Absent,12,2,Static,2,1.70092987562748,2,4,1
Absent,16,1,Static,2,1.83093504163571,2,4,1
Present,8,2,Static,1,0.720788965595602,2,4,1
Present,16,3,Static,1,0.750831199208733,2,4,1
Present,8,3,Static,1,0.980858891480239,2,4,1
Present,12,1,Static,1,0.630825931285472,2,4,1
Present,8,2,Static,1,0.620832276184046,2,4,1
Present,16,1,Static,1,0.820842212227035,2,4,1
Present,16,4,Static,1,0.560797012002695,2,4,1
Absent,8,4,Static,2,0.810817903924544,2,4,1
Absent,12,4,Static,2,1.15081240877589,2,4,1
Present,12,3,Static,1,0.670825648925529,2,4,1
Present,12,3,Static,1,0.610854835529608,2,4,1
Present,16,3,Static,1,1.43089047128979,2,4,1
Present,8,4,Static,1,0.610796913428203,2,4,1
Absent,8,3,Static,2,0.930841213777967,2,4,1
Absent,12,3,Static,2,1.15085658716089,2,4,1
Absent,12,3,Static,2,1.18086479496378,2,4,1
Absent,8,1,Static,2,0.980855347786928,2,4,1
Absent,16,2,Static,2,1.48096523136792,2,4,1
Absent,16,4,Static,2,1.42091241178332,2,4,1
Present,12,1,Static,1,0.800850976729635,2,4,1
Present,16,2,Static,1,1.07089092005754,2,4,1
Absent,16,1,Static,2,1.09090621157247,2,4,1
Present,8,4,Static,1,0.800812489976124,2,4,1
Present,12,2,Static,1,0.950832744666513,2,4,1
Absent,12,1,Static,2,1.03086066483047,2,4,1
Present,12,2,Static,1,0.800803813689527,2,4,1
Absent,16,3,Static,2,1.33092050931555,2,4,1
Present,16,2,Static,1,1.07086960509787,2,4,1
Absent,12,3,Dynamic,2,1.73092698085929,2,4,1
Present,12,1,Dynamic,1,0.630783537278148,2,4,1
Absent,8,3,Dynamic,2,1.00082599978668,2,4,1
Absent,12,3,Dynamic,2,1.02085870669362,2,4,1
Present,12,2,Dynamic,1,0.580784402734935,2,4,1
Absent,8,4,Dynamic,2,1.00087663902104,2,4,1
Present,16,2,Dynamic,1,0.690824680883452,2,4,1
Present,12,1,Dynamic,1,0.650828542023191,2,4,1
Absent,12,4,Dynamic,2,1.80094089332488,2,4,1
Present,12,3,Dynamic,1,0.520784149446627,2,4,1
Present,16,3,Dynamic,1,0.640819734415345,2,4,1
Absent,8,4,Dynamic,2,1.24087898711423,2,4,1
Present,8,3,Dynamic,1,0.570787429493066,2,4,1
Absent,12,2,Dynamic,2,1.94100097505907,2,4,1
Absent,16,1,Dynamic,2,1.3808872443733,2,4,1
Absent,16,3,Dynamic,2,3.15112260412207,2,4,1
Absent,8,3,Dynamic,2,1.32088606147136,2,4,1
Absent,8,1,Dynamic,2,1.71093038755043,2,4,1
Absent,16,2,Dynamic,2,2.17097996250777,2,4,1
Absent,12,1,Dynamic,2,2.2910098708835,2,4,1
Absent,8,2,Dynamic,2,1.54092496257545,2,4,1
Present,16,4,Dynamic,1,0.680871011214549,2,4,1
Present,12,2,Dynamic,1,0.8608216674902,2,4,1
Absent,12,2,Dynamic,2,2.02097677201346,2,4,1
Present,16,4,Dynamic,1,0.630794383888315,2,4,1
Absent,16,4,Dynamic,2,3.21118767877215,2,4,1
Present,8,1,Dynamic,1,0.530784305830821,2,4,1
Absent,12,4,Dynamic,2,1.41092767322516,2,4,1
Absent,16,3,Dynamic,2,1.70095334821417,2,4,1
Present,8,4,Dynamic,1,0.610773162492478,2,4,1
Present,8,2,Dynamic,1,0.860823519366932,2,4,1
Present,8,1,Dynamic,1,0.840826232021755,2,4,1
Present,16,2,Dynamic,1,1.70095747333471,2,4,1
Present,16,1,Dynamic,1,0.850842615550391,2,4,1
Absent,8,2,Dynamic,2,1.15087355913147,2,4,1
Absent,16,1,Dynamic,2,2.73104555275586,2,4,1
Absent,16,2,Dynamic,2,2.12097560515122,2,4,1
Present,8,2,Dynamic,1,0.560786816990912,2,4,1
Present,12,4,Dynamic,1,0.710827105833232,2,4,1
Present,8,4,Dynamic,1,1.00087254397476,2,4,1
Present,16,3,Dynamic,2,2.97113113003888,2,4,0
Absent,12,1,Dynamic,2,2.66108939665355,2,4,1
Absent,8,1,Dynamic,2,1.34089270677396,2,4,1
Present,16,1,Dynamic,1,0.900825994105617,2,4,1
Absent,16,4,Dynamic,2,1.38088066556611,2,4,1
Present,12,4,Dynamic,1,0.510850769554054,2,4,1
Present,12,3,Dynamic,1,0.930823768646405,2,4,1
Present,8,3,Dynamic,1,1.26088450264615,2,4,1
Present,16,4,Static,1,1.27085658749456,2,4,1
Absent,12,3,Static,2,1.27089882110704,2,4,1
Absent,16,4,Static,2,1.33089214205484,2,4,1
Absent,16,1,Static,2,1.32085832074699,2,4,1
Present,8,2,Static,1,0.580770561110512,2,4,1
Present,12,1,Static,1,0.490773703820196,2,4,1
Absent,8,3,Static,2,0.750817305121927,2,4,1
Absent,12,2,Static,2,0.870827397214271,2,4,1
Present,12,2,Static,1,0.840862586211188,2,4,1
Present,12,3,Static,1,0.740802011935557,2,4,1
Present,8,3,Static,1,0.810779229042055,2,4,1
Present,12,3,Static,1,0.540766016961243,2,4,1
Absent,16,4,Static,2,1.62090872941553,2,4,1
Present,8,4,Static,1,0.700892643284533,2,4,1
Present,12,4,Static,1,0.680830920190601,2,4,1
Absent,16,2,Static,2,1.14086491926901,2,4,1
Absent,16,3,Static,2,1.14086308242895,2,4,1
Present,16,4,Static,1,0.580812835155484,2,4,1
Absent,12,4,Static,2,1.14086748055252,2,4,1
Absent,8,4,Static,2,1.02084819089487,2,4,1
Present,16,1,Static,1,0.630798092987789,2,4,1
Present,16,1,Static,1,0.520774846623681,2,4,1
Absent,8,1,Static,2,0.630829422516399,2,4,1
Present,8,4,Static,1,0.750791810241026,2,4,1
Absent,12,1,Static,2,0.890821880347175,2,4,1
Present,8,3,Static,1,0.59079480926539,2,4,1
Absent,8,2,Static,2,0.750807215368695,2,4,1
Absent,16,1,Static,2,1.06092252659892,2,4,1
Absent,16,3,Static,2,1.32092163608013,2,4,1
Present,8,1,Static,1,0.790828674013937,2,4,1
Absent,12,3,Static,2,1.05085059679823,2,4,1
Present,8,1,Static,1,0.630814538334562,2,4,1
Absent,8,3,Static,2,1.16088639629197,2,4,1
Present,12,2,Static,1,0.620761602798666,2,4,1
Present,12,1,Static,1,0.600783602438241,2,4,1
Absent,12,2,Static,2,0.800825790272938,2,4,1
Absent,8,1,Static,2,0.740827032987909,2,4,1
Present,8,2,Static,1,0.530802440320258,2,4,1
Absent,8,4,Static,2,0.720844597078212,2,4,1
Absent,16,2,Static,2,1.13083883226864,2,4,1
Absent,12,1,Static,2,1.19088872968314,2,4,1
Present,16,2,Static,1,0.600790313903417,2,4,1
Present,12,4,Static,1,0.600809668720103,2,4,1
Present,16,2,Static,1,0.780822976703348,2,4,1
Present,16,3,Static,1,0.900812217641032,2,4,1
Absent,8,2,Static,2,1.07086645737581,2,4,1
Absent,12,4,Static,2,0.990813478400014,2,4,1
Present,16,3,Static,1,0.790879350673094,2,4,1
Present,16,1,Dynamic,1,1.38086746818863,2,4,1
Present,12,2,Dynamic,1,0.520750086211592,2,4,1
Present,12,1,Dynamic,1,0.480812553463693,2,4,1
Present,8,2,Dynamic,1,1.23088149025625,2,4,1
Present,16,4,Dynamic,2,1.74094827142562,2,4,0
Absent,16,3,Dynamic,2,2.07102710483014,2,4,1
Absent,8,2,Dynamic,2,1.64099497767802,2,4,1
Present,8,3,Dynamic,1,0.970880333083187,2,4,1
Absent,8,4,Dynamic,2,1.16089797469795,2,4,1
Absent,8,3,Dynamic,2,1.31094840341666,2,4,1
Present,16,2,Dynamic,1,0.580788357436177,2,4,1
Absent,16,1,Dynamic,2,1.52092870776323,2,4,1
Present,8,1,Dynamic,1,0.860875018378465,2,4,1
Present,16,1,Dynamic,2,1.20086831025492,2,4,0
Absent,12,2,Dynamic,2,1.52101292170119,2,4,1
Absent,8,1,Dynamic,2,1.45089838737658,2,4,1
Absent,16,4,Dynamic,2,1.63096033936563,2,4,1
Absent,12,3,Dynamic,2,1.22088468977199,2,4,1
Present,16,4,Dynamic,1,0.790844913521141,2,4,1
Absent,12,1,Dynamic,2,1.23086025783232,2,4,1
Absent,12,4,Dynamic,2,1.68091176920734,2,4,1
Present,12,1,Dynamic,1,0.760839167089216,2,4,1
Present,8,4,Dynamic,1,0.680813838283939,2,4,1
Absent,12,4,Dynamic,2,1.17086359368386,2,4,1
Absent,8,1,Dynamic,2,1.37091599390533,2,4,1
Present,12,4,Dynamic,1,0.620847458430944,2,4,1
Absent,16,2,Dynamic,2,1.39086565941761,2,4,1
Absent,16,4,Dynamic,2,3.15111168733984,2,4,1
Present,8,3,Dynamic,1,0.580889673331512,2,4,1
Present,12,3,Dynamic,1,0.740810986286306,2,4,1
Absent,16,1,Dynamic,2,1.58099545885943,2,4,1
Absent,16,2,Dynamic,2,1.31089258413976,2,4,1
Present,16,3,Dynamic,1,1.24086840147811,2,4,1
Absent,12,2,Dynamic,2,0.99082843242104,2,4,1
Present,8,1,Dynamic,1,0.550787916355148,2,4,1
Absent,8,3,Dynamic,2,1.63094190179891,2,4,1
Present,16,2,Dynamic,1,1.8309907630055,2,4,1
Absent,16,3,Dynamic,2,1.61095260605998,2,4,1
Present,12,2,Dynamic,1,1.31091771312276,2,4,1
Present,8,2,Dynamic,1,0.540803160420182,2,4,1
Present,12,3,Dynamic,1,0.590788315667851,2,4,1
Absent,12,1,Dynamic,2,0.920811049107215,2,4,1
Absent,8,2,Dynamic,2,1.94098298592598,2,4,1
Absent,12,3,Dynamic,2,1.320917127352,2,4,1
Absent,8,4,Dynamic,2,1.52093375481127,2,4,1
Present,16,3,Dynamic,1,3.2011764879835,2,4,1
Present,8,4,Dynamic,1,0.550824824234951,2,4,1
Present,12,4,Dynamic,1,1.06086255947957,2,4,1
Absent,16,4,Dynamic,2,2.00098465468636,2,4,1
Present,16,2,Dynamic,1,1.00087685221115,2,4,1
Absent,16,3,Dynamic,2,1.48097873950792,2,4,1
Absent,12,4,Dynamic,1,1.53094357490318,2,4,0
Absent,8,2,Dynamic,2,1.99097067739513,2,4,1
Absent,8,1,Dynamic,2,1.13088288267227,2,4,1
Present,12,4,Dynamic,1,0.580862885278293,2,4,1
Present,16,3,Dynamic,1,3.80120466711651,2,4,1
Absent,8,4,Dynamic,2,1.07084999465405,2,4,1
Absent,16,3,Dynamic,2,1.4108965495343,2,4,1
Present,16,4,Dynamic,1,0.770803898898521,2,4,1
Absent,12,3,Dynamic,2,2.53106145510355,2,4,1
Present,8,4,Dynamic,1,0.690798396399259,2,4,1
Absent,16,2,Dynamic,2,2.33099507558563,2,4,1
Present,12,3,Dynamic,1,1.15090097606117,2,4,1
Absent,16,2,Dynamic,2,1.93097123108691,2,4,1
Present,12,3,Dynamic,1,0.780806653991931,2,4,1
Present,12,4,Dynamic,1,0.590821482035608,2,4,1
Absent,8,4,Dynamic,2,0.87083495843126,2,4,1
Present,16,1,Dynamic,1,0.600806273056151,2,4,1
Absent,12,1,Dynamic,2,1.07086442739546,2,4,1
Absent,12,4,Dynamic,2,1.17088300630894,2,4,1
Present,16,4,Dynamic,1,0.490785380132365,2,4,1
Present,8,4,Dynamic,1,0.530812301847618,2,4,1
Absent,12,3,Dynamic,2,0.780870944048729,2,4,1
Present,12,2,Dynamic,1,1.19085928244021,2,4,1
Present,12,2,Dynamic,1,0.750843887671181,2,4,1
Absent,12,2,Dynamic,2,0.850819654218867,2,4,1
Present,8,1,Dynamic,1,0.930849481394944,2,4,1
Absent,8,3,Dynamic,2,1.20091839312408,2,4,1
Absent,8,1,Dynamic,2,0.830880206105576,2,4,1
Absent,16,1,Dynamic,2,2.00100493945138,2,4,1
Present,16,1,Dynamic,1,0.540797275984005,2,4,1
Present,8,1,Dynamic,1,0.490758469110915,2,4,1
Present,8,3,Dynamic,1,0.800827995682994,2,4,1
Present,16,3,Dynamic,1,1.29086446081055,2,4,1
Absent,8,2,Dynamic,1,0.700824621404536,2,4,0
Present,8,2,Dynamic,1,0.710820619920923,2,4,1
Absent,8,3,Dynamic,2,0.920841433650821,2,4,1
Present,12,1,Dynamic,1,0.640795156784407,2,4,1
Absent,16,1,Dynamic,2,1.17086250367538,2,4,1
Absent,12,2,Dynamic,2,0.700853945680137,2,4,1
Present,8,3,Dynamic,1,0.660787700157016,2,4,1
Absent,16,4,Dynamic,2,1.20102215034149,2,4,1
Present,8,2,Dynamic,1,0.610846317298638,2,4,1
Present,12,1,Dynamic,1,0.870840562179183,2,4,1
Absent,12,1,Dynamic,2,1.53092519481106,2,4,1
Present,16,2,Dynamic,1,3.00106186276935,2,4,1
Present,8,2,Dynamic,1,0.950848395396861,2,4,1
Absent,16,4,Dynamic,2,1.6509094435014,2,4,1
Present,8,3,Dynamic,1,0.740808610457862,2,4,1
Present,16,3,Dynamic,1,0.860820735203561,2,4,1
Present,8,1,Dynamic,1,0.520815037893044,2,4,1
Present,16,2,Dynamic,1,0.910859544415871,2,4,1
Absent,12,4,Dynamic,2,0.980901232690485,2,4,1
Present,8,4,Dynamic,1,0.590759021465601,2,4,1
Present,16,2,Dynamic,1,0.790814762217451,2,4,1
Present,16,4,Dynamic,1,0.61079771806908,2,4,1
Present,12,4,Dynamic,1,0.590788195372625,2,4,1
Absent,16,1,Dynamic,2,1.36095876550462,2,4,1
Present,12,4,Dynamic,1,0.460770363290976,2,4,1
Absent,8,2,Dynamic,2,0.790807767390106,2,4,1
Present,12,3,Dynamic,1,0.500780403590397,2,4,1
Absent,16,3,Dynamic,2,1.3609143893018,2,4,1
Absent,8,3,Dynamic,2,1.40090173893259,2,4,1
Absent,8,3,Dynamic,2,1.04088692258392,2,4,1
Present,16,1,Dynamic,1,0.620795531035583,2,4,1
Present,16,1,Dynamic,1,0.880875691696929,2,4,1
Present,8,1,Dynamic,1,0.690853716785568,2,4,1
Absent,8,4,Dynamic,2,0.890832499064345,2,4,1
Present,12,1,Dynamic,1,0.580832112449571,2,4,1
Present,8,3,Dynamic,1,0.540803922289342,2,4,1
Present,12,2,Dynamic,1,1.01085302709362,2,4,1
Present,8,2,Dynamic,1,1.00084138519924,2,4,1
Absent,8,1,Dynamic,2,1.01084374164657,2,4,1
Absent,12,1,Dynamic,2,0.910832197658237,2,4,1
Absent,8,2,Dynamic,2,0.940815682140055,2,4,1
Absent,16,1,Dynamic,2,1.10088645410087,2,4,1
Absent,16,3,Dynamic,2,0.860837917357458,2,4,1
Absent,16,4,Dynamic,2,1.24091638653499,2,4,1
